"bulgakov_istoriya" "bulgakov_vvedenie" "gorsky_istoriya1" "gorsky_istoriya2" "gorsky_vasiliy" "gumilevsky_otcy" "gumilevsky_rus" "gumilevsky_vvedenie" "orlinsky_besedy" "orlinsky_orthodox" "rzhanicyn_deva" "rzhanicyn_lik1" "rzhanicyn_lik2"
"то" 0.429144940242721 0.404080031384857 0.540746060580457 0.52195271722444 0.522370012091898 0.481305394142161 0.436900832940437 0.713669516116383 0.456081768945718 0.377368735407504 0.581346364478895 0.353859277747938 0.363146855336067
"из" 0.715241567071201 0.431541781090624 0.435131595623337 0.510439054344489 0.580411124546554 0.537066384926924 0.414898632720415 0.243118186808878 0.313556216150181 0.276918064831406 0.320161765944898 0.578180784177435 0.413236076761732
"а" 0.567578791933921 0.816006276971361 0.274597608888513 0.310868897758674 0.207980652962515 0.490109761108176 0.559484519880559 0.721512038271508 0.366494278617095 0.371938969430418 0.395989552616059 0.328583615051657 0.281751870519363
"же" 0.452217248857921 0.486465280502158 0.321067973469646 0.314706785385324 0.406287787182588 0.41087045841404 0.524909633820525 0.635244294565132 0.30948405749888 0.320356192648097 0.46339202965709 0.499194338251556 0.485239332561125
"св" 0 0.164770498234602 0.0506949431794179 0 0.928657799274486 1.21793743029876 0.414898632720415 0.521527723315818 0.3868550718736 0.0352934788510615 1.09529025191676 0.417048434488642 0.485239332561125
"во" 0.332241244058881 0.372695174578266 0.215453508512526 0.172704943199263 0.18863361547763 0.234783119093737 0.207449316360207 0.227433142498628 0.728916398582889 0.407232448281479 0.471817339287219 0.723515844681053 0.61359296246439
"или" 0.489132942642241 0.447234209493919 0.23657640150395 0.176542830825913 0.183796856106409 0.249457064037096 0.22002200220022 0.486236373617755 0.561957893879546 0.803605364608785 0.278035217794254 0.246437711288743 0.228532072754594
"так" 0.1384338516912 0.286386818360141 0.295720501879937 0.349247774025177 0.26602176541717 0.328696366731232 0.386610089580387 0.443102501764568 0.54159710062304 0.488678937937775 0.337012385205156 0.28119174749613 0.319318786588611
"их" 0.396843708181441 0.466849744998038 0.35908918085421 0.614062020264047 0.299879081015719 0.316957210776545 0.383466918120383 0.172535487412752 0.305411898847579 0.434381278166911 0.0589771674109024 0.192726928059145 0.20974861471997
"есть" 0.02768677033824 0.357002746174971 0.130961936546829 0.195732268959165 0.0918984280532043 0.275870164935141 0.0597202577400597 0.803858520900322 0.333917009406687 0.564695661616984 0.505518577807734 0.47075921771824 0.372538584353379
"бог" 0.00922892344608001 0.258925068654374 0.071817836170842 0.0537304267731041 0.0193470374848851 0.10271761460351 0.0534339148200534 0.956787702925261 0.118092600887731 1.09952761035999 0.480242648917348 0.461280844207134 0.24105437811101
"только" 0.401458169904481 0.470772852098862 0.397110388238773 0.372275099785078 0.232164449818622 0.299348476844515 0.298601288700299 0.396047368833817 0.134381235492935 0.179182277243851 0.38756424298593 0.186408012385075 0.259837836145634
"было" 0.3230123206128 0.137308748528835 0.735076676101559 0.429843414184833 0.362756952841596 0.287609320889828 0.487191576300487 0.145086659869814 0.138453394144236 0.149318564369876 0.362288314095543 0.101102650785125 0.253576683467426
"все" 0.27225324165936 0.306002353864261 0.34219086646107 0.276327909118821 0.256348246674728 0.179022128308975 0.135156372780135 0.341149713747941 0.236185201775461 0.627137970353478 0.092678405931418 0.173770181036934 0.169051122311618
"это" 0.21687970098288 0.32561788936838 0.561868953571881 0.537304267731041 0.309552599758162 0.299348476844515 0.282885431400283 0.333307191592816 0.150669870098139 0.290492479774122 0.092678405931418 0.0505513253925626 0.0813949848167047
"церкви" 0.341470167504961 0.15300117693213 0.0295720501879937 0.0191894381332515 0.454655380894801 0.625110054587075 0.531195976740531 0.156850443102502 0.382782913222299 0.146603681381332 0.303311146684641 0.157972891851758 0.203487462041762
"бога" 0.01845784689216 0.392310710082385 0.071817836170842 0.0614062020264047 0.0435308343409915 0.0704349357281212 0.0628634292000629 0.568582856246569 0.158814187400741 0.670576098170169 0.31173645631477 0.458121386370099 0.341232820962339
"христа" 0.02768677033824 0.0431541781090624 0.321067973469646 0.0422167638931532 0.00483675937122128 0.0557609907847626 0.0251453716800251 0.0784252215512509 0.394999389176202 0.165607862301135 0.362288314095543 0.969953555969796 0.694987947281094
"чтобы" 0.0876747727377601 0.235386426049431 0.299945080478222 0.360761436905127 0.280532043530834 0.281739742912485 0.248310545340248 0.192141792800565 0.399071547827503 0.336645490579356 0.134804954082063 0.135856686992512 0.216009767398178
"за" 0.318397858889761 0.22361710474696 0.23657640150395 0.322382560638625 0.256348246674728 0.343370311674591 0.374037403740374 0.125480354482001 0.252473836380665 0.152033447358419 0.092678405931418 0.164291807525829 0.288013023197571
"иисуса" 0.01384338516912 0.0196155355041193 0.405559545435343 0.249462695732269 0.00967351874244256 0.0440218348300757 0.00314317146000314 0.0941102658615011 0.23211304312416 0.141173915404246 0.31173645631477 0.859372531673565 0.654290454872742
"бы" 0.16612062202944 0.482542173401334 0.278822187486798 0.245624808105619 0.140266021765417 0.190761284263661 0.188590287600189 0.345070974825504 0.175102822005945 0.228050171037628 0.210632740753223 0.170610723199899 0.237923801771906
"того" 0.1615061603064 0.164770498234602 0.274597608888513 0.284003684372122 0.18863361547763 0.261196219991783 0.295458117240295 0.24703944788644 0.0814431730260211 0.100450670576098 0.261184598533996 0.224321506429497 0.222270920076386
"мы" 0.19380739236768 0.451157316594743 0.135186515145114 0.0767577525330058 0.0580411124546554 0.137935082467571 0.066006600660066 0.141165398792252 0.484586879504825 0.420806863224195 0.202207431123094 0.123218855644371 0.156528816955201
"был" 0.17996400719856 0.0627697136131816 0.354864602255925 0.295517347252072 0.444981862152358 0.264131008980454 0.38975326104039 0.0823464826288134 0.0651545384208169 0.0651571917250366 0.160080882972449 0.0853053615999494 0.200356885702658
"когда" 0.24918093304416 0.188309140839545 0.375987495247349 0.195732268959165 0.159613059250302 0.193696073252333 0.176017601760176 0.160771704180064 0.280978946939773 0.133029266438616 0.160080882972449 0.164291807525829 0.169051122311618
"они" 0.21687970098288 0.215770890545312 0.35908918085421 0.445194964691434 0.169286577992745 0.225978752127722 0.16973125884017 0.109795310171751 0.134381235492935 0.192756692186567 0.109529025191676 0.0916242772740198 0.0720032557993927
"себе" 0.12459046652208 0.231463318948607 0.261923873093659 0.25713847098557 0.207980652962515 0.18782649527499 0.141442715700141 0.270567014351816 0.19139145661115 0.122169734484444 0.109529025191676 0.154813434014723 0.165920545972514
"были" 0.346084629228001 0.15300117693213 0.34219086646107 0.291679459625422 0.246674727932285 0.208370018195692 0.342605689140343 0.0745039604736883 0.126236918190333 0.084161372644839 0.117954334821805 0.0663486145777385 0.0751338321384967
"если" 0.15689169858336 0.25500196155355 0.156309408136538 0.172704943199263 0.154776299879081 0.199565651229677 0.216878830740217 0.317622147282566 0.211752249867655 0.192756692186567 0.219058050383352 0.0726675302518088 0.118961900885953
"при" 0.12459046652208 0.145154962730483 0.215453508512526 0.176542830825913 0.256348246674728 0.176087339320303 0.295458117240295 0.219590620343502 0.240257360426762 0.0895911386219254 0.202207431123094 0.126378313481407 0.153398240616097
"ему" 0.0738313875686401 0.113770105923892 0.316843394871362 0.280165796745471 0.241837968561064 0.082174091682808 0.179160773220179 0.0980315269390636 0.19139145661115 0.154748330346962 0.101103715561547 0.233799879940602 0.231662649093698
"говорит" 0.0599880023995201 0.0510003923107101 0.101389886358836 0.0498925391464538 0.106408706166868 0.293478898867171 0.207449316360207 0.356834758058192 0.130309076841634 0.276918064831406 0.143230263712191 0.186408012385075 0.197226309363554
"ни" 0.0830603110147201 0.247155747351903 0.185881458324532 0.161191280319312 0.164449818621524 0.18782649527499 0.154015401540154 0.270567014351816 0.15474202874944 0.244339468968887 0.0842530963012891 0.107421566459196 0.181573427668034
"духа" 0 0.0549234994115339 0.0887161505639812 0.0882714154129567 0.0822249093107618 0.211304807184363 0.0502907433600503 0.188220531723002 0.92845217249664 0.157463213335505 0.193782121492965 0.116899939970301 0.118961900885953
"быть" 0.115361543076 0.321694782267556 0.266148451691944 0.245624808105619 0.125755743651753 0.152609027410929 0.100581486720101 0.368598541290879 0.122164759539032 0.0515827767823207 0.160080882972449 0.0884648194369846 0.159659393294305
"у" 0.341470167504961 0.141231855629659 0.232351822905665 0.199570156585815 0.169286577992745 0.18782649527499 0.166588087380167 0.152929182024939 0.07737101437472 0.0868762556333822 0.109529025191676 0.173770181036934 0.181573427668034
"жизни" 0.0230723086152 0.156924284032954 0.143635672341684 0.172704943199263 0.135429262394196 0.228913541116394 0.141442715700141 0.105874049094189 0.399071547827503 0.33121572460227 0.0758277866711602 0.0315945783703517 0.125223053564161
"господь" 0.01384338516912 0.0863083562181248 0.0844915719656964 0.852011053116365 0.00967351874244256 0.0498914128074191 0.0282885431400283 0.129401615559564 0.175102822005945 0.209045990117826 0.134804954082063 0.211683675081356 0.147137087937889
"сына" 0.02768677033824 0.0549234994115339 0.139411093743399 0.13048817930611 0.0386940749697703 0.20543522920702 0.0377180575200377 0.133322876637126 0.134381235492935 0.103165553564641 0.362288314095543 0.458121386370099 0.325579939266819
"до" 0.502976327811361 0.129462534327187 0.147860250939969 0.115136628799509 0.18863361547763 0.161413394376944 0.210592487820211 0.0627401772410007 0.0692266970721179 0.114025085518814 0.269609908164125 0.173770181036934 0.118961900885953
"тем" 0.10151815790688 0.125539427226363 0.219678087110811 0.199570156585815 0.2273276904474 0.296413687855843 0.198019801980198 0.172535487412752 0.0977318076312253 0.0651571917250366 0.15165557334232 0.113740482133266 0.165920545972514
"всех" 0.12459046652208 0.258925068654374 0.139411093743399 0.0959471906662573 0.140266021765417 0.143804660444914 0.0597202577400597 0.149007920947377 0.293195422893676 0.244339468968887 0.15165557334232 0.139016144829547 0.131484206242369
"отца" 0.00922892344608001 0.0392310710082385 0.0633686789742723 0.145839729812711 0.0532043530834341 0.193696073252333 0.0942951438000943 0.176456748490314 0.171030663354644 0.154748330346962 0.134804954082063 0.37913494044422 0.306796481232195
"слова" 0.0369156937843201 0.0196155355041193 0.11406362215369 0.145839729812711 0.106408706166868 0.261196219991783 0.0911519723400911 0.211748098188377 0.11402044223643 0.0814464896562958 0.303311146684641 0.357018735584974 0.162789969633409
"веры" 0.0969036961838401 0.474695959199686 0.00844915719656964 0.092109303039607 0.0725513905683192 0.190761284263661 0.172874430300173 0.164692965257627 0.0895874903286232 0.157463213335505 0.117954334821805 0.107421566459196 0.118961900885953
"уже" 0.29071108855152 0.211847783444488 0.287271344683368 0.26481424623887 0.130592503022975 0.0763045137054646 0.125726858400126 0.0784252215512509 0.126236918190333 0.0271488298854319 0.15165557334232 0.142175602666582 0.118961900885953
"более" 0.17996400719856 0.137308748528835 0.308394237674792 0.253300583358919 0.183796856106409 0.155543816399601 0.163444915920163 0.168614226335189 0.105876124933827 0.0488678937937775 0.117954334821805 0.0853053615999494 0.0720032557993927
"которые" 0.27225324165936 0.231463318948607 0.270373030290229 0.211083819465766 0.0725513905683192 0.220109174150379 0.0848656294200849 0.109795310171751 0.101803966282526 0.114025085518814 0.0758277866711602 0.0789864459258791 0.0720032557993927
"нас" 0.14304831341424 0.266771282856022 0.0633686789742723 0.026865213386552 0.0483675937122128 0.108587192580853 0.0534339148200534 0.101952788016626 0.342061326709289 0.228050171037628 0.185356811862836 0.139016144829547 0.159659393294305
"своего" 0.12920492824512 0.149078069831306 0.22812724430738 0.203408044212465 0.246674727932285 0.0909784586488231 0.103724658180104 0.086267743706376 0.105876124933827 0.211760873106369 0.101103715561547 0.0726675302518088 0.147137087937889
"может" 0.115361543076 0.431541781090624 0.173207722529678 0.249462695732269 0.0822249093107618 0.0528262017960909 0.0345748860600346 0.317622147282566 0.150669870098139 0.0923060216104686 0.0674024770410313 0.0600296989036681 0.0907867138340168
"г" 0.438373863688801 0.0706159278148294 0.0337966287862786 0 0.14993954050786 0.340435522685919 0.537482319660537 0.0705826993961258 0.00407215865130105 0.013574414942716 0.00842530963012891 0.00315945783703516 0.0782644084776007
"себя" 0.0922892344608001 0.121616320125539 0.215453508512526 0.234111145225668 0.198307134220073 0.126195926512884 0.163444915920163 0.129401615559564 0.0692266970721179 0.0895911386219254 0.092678405931418 0.110581024296231 0.190965156685346
"божия" 0.01384338516912 0 0.0506949431794179 0.0882714154129567 0.033857315598549 0.117391559546869 0.0691497721200691 0.564661595169006 0.118092600887731 0.162892979312592 0.143230263712191 0.224321506429497 0.187834580346242
"им" 0.11074708135296 0.133385641428011 0.181656879726247 0.253300583358919 0.14993954050786 0.0880436696601514 0.0785792865000786 0.0980315269390636 0.179174980657246 0.181897160232394 0.0505518577807734 0.129537771318442 0.137745358920577
"между" 0.26763877993632 0.239309533150255 0.139411093743399 0.180380718452564 0.232164449818622 0.173152550331631 0.135156372780135 0.0901890047839385 0.0366494278617095 0.0542976597708639 0.126379644451934 0.0600296989036681 0.122092477225057
"сам" 0.0599880023995201 0.149078069831306 0.126737357948545 0.230273257599018 0.246674727932285 0.105652403592182 0.0942951438000943 0.145086659869814 0.130309076841634 0.100450670576098 0.134804954082063 0.151653976177688 0.122092477225057
"потому" 0.11997600479904 0.15300117693213 0.105614464957121 0.149677617439361 0.0918984280532043 0.108587192580853 0.0597202577400597 0.188220531723002 0.15474202874944 0.236194820003258 0.219058050383352 0.0821459037629143 0.0907867138340168
"господа" 0.0230723086152 0.027461749705767 0.0549195217777027 0.188056493705864 0.0145102781136638 0.0528262017960909 0.0282885431400283 0.043133871853188 0.236185201775461 0.171037628278221 0.337012385205156 0.328583615051657 0.22540149641549
"без" 0.10613261962992 0.180462926637897 0.11406362215369 0.111298741172858 0.0918984280532043 0.114456770558197 0.201162973440201 0.160771704180064 0.158814187400741 0.122169734484444 0.15165557334232 0.0916242772740198 0.100178442851329
"здесь" 0.369156937843201 0.117693213024716 0.160533986734823 0.207245931839116 0.0967351874244256 0.108587192580853 0.0565770862800566 0.145086659869814 0.0447937451643116 0.0298637128739751 0.101103715561547 0.176929638873969 0.112700748207745
"сего" 0.11074708135296 0 0.0633686789742723 0.12665029167946 0.164449818621524 0.0880436696601514 0.0817224579600817 0.0509763940083131 0.256545995031966 0.0352934788510615 0.235908669643609 0.334902530725727 0.156528816955201
"еще" 0.332241244058881 0.00392310710082385 0.299945080478222 0.364599324531778 0.256348246674728 0.161413394376944 0.150872230080151 0.0784252215512509 0.00814431730260211 0.0380083618396047 0 0 0
"время" 0.25840985649024 0.0902314633189486 0.194330615521102 0.237949032852318 0.222490931076179 0.126195926512884 0.119440515480119 0.0470551329307505 0.07737101437472 0.0895911386219254 0.0674024770410313 0.0410729518814571 0.0876561374949128
"богу" 0.01384338516912 0.125539427226363 0.0760424147691268 0.0307031010132023 0.0241837968561064 0.0322826788753889 0.0597202577400597 0.21566935926594 0.187319297959849 0.238909702991801 0.0674024770410313 0.265394458310954 0.134614782581473
"нам" 0.115361543076 0.22361710474696 0.0887161505639812 0.0422167638931532 0.0435308343409915 0.0645653577507777 0.022002200220022 0.0823464826288134 0.207680091216354 0.26334364988869 0.109529025191676 0.0979431929480901 0.131484206242369
"своих" 0.1384338516912 0.137308748528835 0.12251277935026 0.214921707092416 0.154776299879081 0.114456770558197 0.0785792865000786 0.0509763940083131 0.11402044223643 0.154748330346962 0.0589771674109024 0.0600296989036681 0.0939172901731209
"том" 0.0553735406764801 0.0666928207140055 0.164758565333108 0.0805956401596561 0.0967351874244256 0.152609027410929 0.132013201320132 0.180378009567877 0.105876124933827 0.12759950046153 0.117954334821805 0.123218855644371 0.0720032557993927
"сын" 0.00922892344608001 0.0235386426049431 0.0887161505639812 0.13816395455941 0.0386940749697703 0.167282972354288 0.0377180575200377 0.203905576033252 0.0407215865130105 0.0760167236792094 0.235908669643609 0.218002590755426 0.212879191059074
"человека" 0 0.388387602981561 0.0591441003759875 0.0882714154129567 0.0290205562273277 0.0146739449433586 0.0251453716800251 0.176456748490314 0.142525552795537 0.268773415865776 0.0589771674109024 0.0473918675555275 0.128353629903265
"своей" 0.0738313875686401 0.145154962730483 0.152084829538254 0.168867055572613 0.174123337363966 0.12032634853554 0.128870029860129 0.0784252215512509 0.073298855723419 0.165607862301135 0.092678405931418 0.0315945783703517 0.0782644084776007
"пред" 0.0415301555073601 0.0823852491173009 0.0337966287862786 0.13432606693276 0.154776299879081 0.0792393026941363 0.0754361150400754 0.043133871853188 0.15474202874944 0.168322745289678 0.0589771674109024 0.230640422103567 0.150267664276993
"него" 0.0507590789534401 0.125539427226363 0.130961936546829 0.211083819465766 0.135429262394196 0.0909784586488231 0.0785792865000786 0.0548976550858756 0.11402044223643 0.111310202530271 0.0337012385205156 0.154813434014723 0.131484206242369
"тогда" 0.1845784689216 0.0784621420164771 0.12251277935026 0.13432606693276 0.193470374848851 0.129130715501555 0.207449316360207 0.113716571249314 0.0529380624669137 0.0570125427594071 0.0674024770410313 0.0537107832295978 0.0813949848167047
"иисус" 0 0.0117693213024716 0.190106036922817 0.191894381332515 0.00483675937122128 0.020543522920702 0 0.0705826993961258 0.0895874903286232 0.143888798392789 0.109529025191676 0.274872831822059 0.275490717841155
"кто" 0.0369156937843201 0.0235386426049431 0.139411093743399 0.157353392692662 0.0822249093107618 0.137935082467571 0.0754361150400754 0.109795310171751 0.187319297959849 0.138459032415703 0.168506192602578 0.0853053615999494 0.115831324546849
"со" 0.24456647132112 0.176539819537073 0.0675932575725571 0.065244089653055 0.125755743651753 0.0968480366261666 0.100581486720101 0.0548976550858756 0.118092600887731 0.100450670576098 0.0589771674109024 0.110581024296231 0.125223053564161
"после" 0.10151815790688 0.0863083562181248 0.194330615521102 0.13816395455941 0.130592503022975 0.132065504490227 0.191733459060192 0.0313700886205003 0.11402044223643 0.0488678937937775 0.168506192602578 0.0789864459258791 0.0688726794602886
"слово" 0 0.0353079639074147 0.0675932575725571 0.0575683143997544 0.125755743651753 0.12032634853554 0.0377180575200377 0.125480354482001 0.0488659038156127 0.12759950046153 0.286460527424383 0.224321506429497 0.19409573302445
"дух" 0 0.0588466065123578 0.0591441003759875 0.0729198649063555 0.0290205562273277 0.170217761342959 0.0502907433600503 0.286252058662066 0.199535773913752 0.217190639083456 0.0589771674109024 0.0505513253925626 0.0720032557993927
"об" 0.0646024641225601 0.121616320125539 0.118288200751975 0.103622965919558 0.145102781136638 0.184891706286318 0.0565770862800566 0.105874049094189 0.0447937451643116 0.116739968507357 0.0674024770410313 0.126378313481407 0.0813949848167047
"христос" 0 0.027461749705767 0.046470364581133 0.0230273257599018 0.00483675937122128 0.0322826788753889 0 0.0627401772410007 0.130309076841634 0.162892979312592 0.101103715561547 0.312786325866481 0.347493973640547
"богом" 0.00922892344608001 0.337387210670851 0.0211228929914241 0.0422167638931532 0.0193470374848851 0.0322826788753889 0.0282885431400283 0.152929182024939 0.0529380624669137 0.097735787587555 0.0589771674109024 0.271713373985024 0.165920545972514
"ин" 0 0.00392310710082385 0 0 0 0.0498914128074191 0 0.0941102658615011 0.109948283585128 0.100450670576098 0.0674024770410313 0.344380904236833 0.422627805779044
