"slav_aksakov" "slav_kavelin" "slav_khomyakov" "slav_kireevsky" "slav_samarin" "west_annenkov" "west_belinsky" "west_granovsky1" "west_granovsky2" "west_herzen1"
"о" 0.361592963596384 0.343197929560032 0.30227135331203 0.372572902486208 0.524360935110334 0.44054183649005 0.649886527749123 0.381992453891402 0.281011641910879 0.431034482758621
"их" 0.332274615196677 0.692022054686621 0.276362380170999 0.458551264598409 0.402010050251256 0.287700791177176 0.546729936042913 0.344496262098381 0.31350958689377 0.460423197492163
"для" 0.488639139995114 0.253178800495105 0.483634165299249 0.451386401089059 0.353943631199476 0.356629105730041 0.340416752630493 0.318717630240679 0.344095888054138 0.568181818181818
"только" 0.47397996579526 0.253178800495105 0.284998704551343 0.551694490219961 0.340834607821717 0.371613521937185 0.433257685166082 0.367931381969019 0.344095888054138 0.225313479623824
"все" 0.293183483997068 0.466974232024305 0.30227135331203 0.365408038976857 0.42385842254752 0.458523135938624 0.350732411801114 0.30700007030536 0.284834929555925 0.450626959247649
"мы" 0.38602492059614 0.528862383256442 0.172726487606875 0.193451314752454 0.646711819969412 0.035962598897147 0.443573344336703 0.468702397412763 0.311597943071247 0.16653605015674
"были" 0.0879550451991205 0.478226623157421 0.449088867777874 0.243605359317905 0.131090233777584 0.101894030208583 0.175366205900557 0.50385507721872 0.491292462388408 0.21551724137931
"же" 0.615685316393843 0.303814560594126 0.293635028931687 0.601848534785412 0.45444614376229 0.30268520738432 0.433257685166082 0.236694710693445 0.183517806962207 0.146943573667712
"а" 0.620571707793794 0.354450320693147 0.354089299594093 0.107472952640252 0.485033864977059 0.47051066890434 0.464204662677945 0.114832087366127 0.112786985528856 0.568181818181818
"ее" 0.102614219398974 0.371328907392821 0 0.336748584939457 0.45444614376229 0.308678973867178 0.330101093459872 0.229664174732254 0.29439314866854 0.509404388714734
"так" 0.307842658196922 0.303814560594126 0.293635028931687 0.429891810561009 0.301507537688442 0.425557420282906 0.41262636682484 0.182793934990977 0.133815067576609 0.352664576802508
"еще" 0.161250916198387 0.371328907392821 0 0.394067493014258 0.201005025125628 0.353632222488612 0.20631318341242 0.269503878512339 0.300128080136109 0.107758620689655
"во" 0.205228438797948 0.146281084730505 0.155453838846187 0.193451314752454 0.209744374044134 0.227763126348597 0.216628842583041 0.278877926460594 0.418649997132534 0.225313479623824
"за" 0.278524309797215 0.202543040396084 0.250453407029968 0.121802679658953 0.275289490932925 0.350635339247183 0.381679389312977 0.215603102809871 0.212192464300052 0.38205329153605
"или" 0.498411922795016 0.348824125126589 0.379998272735124 0.343913448448807 0.506882237273323 0.203788060417166 0.278522797606767 0.12889315928851 0.0955821911261494 0.254702194357367
"бы" 0.561935010994381 0.208169235962642 0.120908541324812 0.322418857920757 0.432597771466026 0.2487413090386 0.391995048483598 0.133580183262637 0.158666437269408 0.235109717868339
"она" 0.0928414365990716 0.337571733993474 0.267726055790656 0.193451314752454 0.305877212147695 0.245744425797171 0.072209614194347 0.25778631857702 0.246602053105465 0.480015673981191
"г" 0.131932567798681 0.0393833689659053 0 0.00716486350935015 0.231592746340398 0.512467034284344 0.587992572725397 0.203885542874552 0.290569861023494 0
"была" 0.0537503053994625 0.191290649262968 0.414543570256499 0.257935086336605 0.126720559318331 0.0629345480700072 0.082525273364968 0.344496262098381 0.334537668941523 0.21551724137931
"до" 0.185682873198143 0.202543040396084 0.284998704551343 0.279429676864656 0.257810793095914 0.269719491728602 0.299154115948009 0.185137446978041 0.18542945078473 0.21551724137931
"между" 0.073295870999267 0.343197929560032 0.215908109508593 0.236440495808555 0.126720559318331 0.16482857827859 0.072209614194347 0.260129830564083 0.305863011603678 0.176332288401254
"ни" 0.410456877595895 0.208169235962642 0.293635028931687 0.293759403883356 0.297137863229189 0.152841045312875 0.402310707654219 0.131236671275574 0.0994054787711953 0.489811912225705
"уже" 0.239433178597606 0.174412062563295 0.276362380170999 0.272264813355306 0.113611535940572 0.233756892831455 0.226944501753662 0.171076375055658 0.271453422798264 0.0391849529780564
"у" 0.112387002198876 0.365702711826263 0.0863632438034373 0.0644837715841513 0.23596242079965 0.212778710141453 0.257891479265525 0.229664174732254 0.172047944027069 0.293887147335423
"когда" 0.0684094795993159 0.286935973894453 0.336816650833405 0.265099949845955 0.170417303910859 0.179812994485735 0.185681865071178 0.168732863068595 0.200722601364914 0.156739811912226
"здесь" 0.0781822623992182 0.0393833689659053 0 0.179121587733754 0.0480664190517806 0.146847278830017 0.030946977511863 0.379648941904338 0.311597943071247 0.0391849529780564
"ему" 0.0928414365990716 0.196916844829526 0.094999568183781 0.0931432256215519 0.148568931614595 0.116878446415728 0.092840932535589 0.213259590822807 0.338360956586569 0.107758620689655
"при" 0.141705350598583 0.118150106897716 0.181362811987218 0.193451314752454 0.0655451168887918 0.155837928554304 0.051578295853105 0.217946614796935 0.300128080136109 0.107758620689655
"быть" 0.351820180796482 0.174412062563295 0.155453838846187 0.272264813355306 0.275289490932925 0.194797410692879 0.216628842583041 0.126549647301446 0.0802890405459655 0.0979623824451411
"время" 0.12704617639873 0.18566445369641 0.267726055790656 0.121802679658953 0.10924186148132 0.152841045312875 0.20631318341242 0.189824470952169 0.194987669897345 0.264498432601881
"более" 0.0879550451991205 0.196916844829526 0.146817514465843 0.164791860715053 0.117981210399825 0.122872212898585 0.092840932535589 0.199198518900424 0.210280820477529 0.195924764890282
"тем" 0.146591741998534 0.0900191290649263 0.094999568183781 0.308089130902056 0.104872187022067 0.200791177175737 0.165050546729936 0.161702327107403 0.175871231672115 0.117554858934169
"этого" 0.190569264598094 0.101271520198042 0.0863632438034373 0.128967543168303 0.148568931614595 0.146847278830017 0.195997524241799 0.206229054861616 0.154843149624362 0.117554858934169
"которые" 0.131932567798681 0.168785866996737 0.103635892564125 0.164791860715053 0.152938606073847 0.13785662910573 0.175366205900557 0.164045839094467 0.164401368736977 0.0979623824451411
"жизни" 0.0684094795993159 0.180038258129853 0.189999136367562 0.47288099161711 0.179156652829364 0.11088467993287 0.288838456777388 0.119519111340255 0.0802890405459655 0.21551724137931
"если" 0.327388223796726 0.0956453246314842 0.094999568183781 0.157626997205703 0.253441118636662 0.134859745864301 0.185681865071178 0.103114527430808 0.105140410238764 0.156739811912226
"под" 0.136818959198632 0.208169235962642 0.155453838846187 0.0931432256215519 0.222853397421892 0.119875329657157 0.10315659170621 0.138267207236765 0.151019861979316 0.137147335423197
"себя" 0.136818959198632 0.168785866996737 0.1381811900855 0.114637816149602 0.297137863229189 0.146847278830017 0.144419228388694 0.124206135314382 0.0955821911261494 0.176332288401254
"того" 0.12704617639873 0.1068977157646 0.0604542706624061 0.272264813355306 0.218483722962639 0.101894030208583 0.195997524241799 0.133580183262637 0.139549999044178 0.186128526645768
"даже" 0.312729049596873 0.140654889163947 0.103635892564125 0.179121587733754 0.139829582696089 0.182809877727164 0.165050546729936 0.0843664315342973 0.120433560818948 0.0489811912225705
"им" 0.161250916198387 0.225047822662316 0.103635892564125 0.136132406677653 0.126720559318331 0.131862862622872 0.144419228388694 0.103114527430808 0.14719657433427 0.205721003134796
"может" 0.219887612997801 0.0843929334983684 0.0604542706624061 0.272264813355306 0.218483722962639 0.209781826900024 0.123787910047452 0.0820229195472335 0.0649958899657816 0.0979623824451411
"них" 0.117273393598827 0.196916844829526 0.0863632438034373 0.150462133696353 0.18789600174787 0.104890913450012 0.154734887559315 0.0984275034566802 0.120433560818948 0.244905956112853
"есть" 0.17102369899829 0.0675143467986947 0.0259089731410312 0.114637816149602 0.34520428228097 0.188803644210022 0.195997524241799 0.100771015443744 0.0344095888054138 0.195924764890282
"себе" 0.210114830197899 0.135028693597389 0.094999568183781 0.193451314752454 0.205374699584881 0.0809158475185807 0.061893955023726 0.133580183262637 0.0936705473036264 0.156739811912226
"без" 0.156364524798436 0.123776302464274 0.146817514465843 0.0931432256215519 0.1573082805331 0.104890913450012 0.20631318341242 0.112488575379063 0.112786985528856 0.195924764890282
"него" 0.0684094795993159 0.1068977157646 0.0431816219017186 0.0788134986028516 0.1573082805331 0.0779189642771518 0.10315659170621 0.189824470952169 0.158666437269408 0.156739811912226
"своих" 0.0977278279990227 0.163159671430179 0.233180758269281 0.193451314752454 0.0393270701332751 0.0959002637257252 0.041262636682484 0.133580183262637 0.164401368736977 0.0685736677115987
"чтобы" 0.141705350598583 0.0956453246314842 0.0604542706624061 0.186286451243104 0.170417303910859 0.0509470151042915 0.020631318341242 0.182793934990977 0.14719657433427 0.0293887147335423
"россии" 0.322501832396775 0.393833689659053 0.587270057863373 0.286594540374006 0.1573082805331 0.00899064972428674 0.082525273364968 0 0 0
"теперь" 0.122159784998778 0.2137954315292 0.0518179462820624 0.0429891810561009 0.0917631636443085 0.173819228002877 0.247575820094904 0.0843664315342973 0.120433560818948 0.0293887147335423
"эти" 0.141705350598583 0.101271520198042 0.0690905950427498 0.121802679658953 0.0524360935110334 0.0988971469671542 0.051578295853105 0.19685500691336 0.110875341706333 0.137147335423197
"можно" 0.112387002198876 0.0675143467986947 0.0259089731410312 0.121802679658953 0.0917631636443085 0.143850395588588 0.113472250876831 0.159358815120339 0.122345204641471 0.0979623824451411
"всех" 0.0781822623992182 0.146281084730505 0.198635460747906 0.114637816149602 0.100502512562814 0.143850395588588 0.144419228388694 0.12889315928851 0.0936705473036264 0.0587774294670846
"потому" 0.131932567798681 0.151907280297063 0.120908541324812 0.343913448448807 0.222853397421892 0.0599376648285783 0.175366205900557 0.0539007757024677 0.0420561640955057 0.244905956112853
"своей" 0.0879550451991205 0.0787667379318105 0.146817514465843 0.222110768789855 0.152938606073847 0.0899064972428674 0.072209614194347 0.0984275034566802 0.129991779931563 0.117554858934169
"истории" 0.0537503053994625 0.2137954315292 0.103635892564125 0.0358243175467507 0.117981210399825 0.0569407815871494 0.134103569218073 0.262473342551147 0.0573493146756896 0.0195924764890282
"против" 0.0830686537991693 0.0675143467986947 0.120908541324812 0.0429891810561009 0.0524360935110334 0.0299688324142891 0.010315659170621 0.192167982939233 0.210280820477529 0.0293887147335423
"этом" 0.112387002198876 0.0675143467986947 0.0259089731410312 0.0644837715841513 0.183526327288617 0.0869096140014385 0.216628842583041 0.124206135314382 0.116610273173902 0.117554858934169
"я" 0.0244319569997557 0 0.146817514465843 0.157626997205703 0.0131090233777584 0.461520019180053 0.113472250876831 0.0562442876895315 0.0191164382252299 0.117554858934169
"тогда" 0.0244319569997557 0.140654889163947 0.0777269194230935 0.136132406677653 0.0830238147258029 0.035962598897147 0.082525273364968 0.126549647301446 0.181606163139684 0.0783699059561129
"оно" 0.112387002198876 0.236300213795432 0.103635892564125 0.157626997205703 0.244701769718156 0.0929033804842963 0.072209614194347 0.0539007757024677 0.0420561640955057 0.117554858934169
"где" 0.146591741998534 0.0393833689659053 0.0604542706624061 0.207781041771154 0.0742844658072974 0.134859745864301 0.041262636682484 0.107801551404935 0.103228766416241 0.088166144200627
"своего" 0.185682873198143 0.050635760099021 0.094999568183781 0.186286451243104 0.0961328381035613 0.0629345480700072 0.113472250876831 0.112488575379063 0.0955821911261494 0.0979623824451411
"со" 0.141705350598583 0.0618881512321368 0.0431816219017186 0.0716486350935015 0.0218483722962639 0.140853512347159 0.061893955023726 0.107801551404935 0.152931505801839 0.0489811912225705
"который" 0.0977278279990227 0.0675143467986947 0.112272216944468 0.0859783621122018 0.0568057679702862 0.200791177175737 0.113472250876831 0.0913969674954887 0.0860239720135344 0.0783699059561129
"чем" 0.112387002198876 0.112523911331158 0.120908541324812 0.200616178261804 0.144199257155342 0.0988971469671542 0.072209614194347 0.0773358955731059 0.0764657529009195 0.0587774294670846
"стороны" 0.0928414365990716 0.0225047822662316 0.0345452975213749 0.0358243175467507 0.0873934891850557 0.0629345480700072 0.030946977511863 0.105458039417872 0.206457532832483 0.0489811912225705
"много" 0.0195455655998045 0.135028693597389 0.103635892564125 0.00716486350935015 0.104872187022067 0.0569407815871494 0.144419228388694 0.124206135314382 0.139549999044178 0.0783699059561129
"франции" 0.00977278279990227 0.0112523911331158 0 0.00716486350935015 0.0393270701332751 0.113881563174299 0.020631318341242 0.187480958965105 0.177782875494638 0.0293887147335423
"сказать" 0.0684094795993159 0.0281309778327895 0.0604542706624061 0.179121587733754 0.0917631636443085 0.113881563174299 0.082525273364968 0.0960839914696164 0.112786985528856 0.0391849529780564
"один" 0.0684094795993159 0.0843929334983684 0.0431816219017186 0.0716486350935015 0.0524360935110334 0.0809158475185807 0.072209614194347 0.131236671275574 0.118521916996425 0.0979623824451411
"этот" 0.0977278279990227 0.050635760099021 0.0863632438034373 0.114637816149602 0.0917631636443085 0.116878446415728 0.041262636682484 0.0890534555084249 0.101317122593718 0.0587774294670846
"об" 0.180796481798192 0.0281309778327895 0.0259089731410312 0.0716486350935015 0.0830238147258029 0.0869096140014385 0.113472250876831 0.100771015443744 0.0955821911261494 0.0685736677115987
"ли" 0.254092352797459 0.0168785866996737 0.1381811900855 0.0573189080748012 0.249071444177409 0.131862862622872 0.092840932535589 0.0328091678188934 0.00955821911261494 0.0391849529780564
"этой" 0.0390911311996091 0.050635760099021 0.00863632438034373 0.0859783621122018 0.0393270701332751 0.0988971469671542 0.123787910047452 0.149984767172084 0.103228766416241 0.0979623824451411
"которых" 0.0684094795993159 0.1068977157646 0.0863632438034373 0.121802679658953 0.0873934891850557 0.0839127307600096 0.041262636682484 0.126549647301446 0.0688191776108276 0.0783699059561129
"том" 0.136818959198632 0.0450095645324632 0.0345452975213749 0.0931432256215519 0.170417303910859 0.0929033804842963 0.165050546729936 0.0679618476248506 0.0649958899657816 0.0685736677115987
"свои" 0.0439775225995602 0.157533475863621 0.094999568183781 0.0644837715841513 0.0742844658072974 0.0569407815871494 0.041262636682484 0.105458039417872 0.10896369788381 0.088166144200627
"эта" 0.0635230881993648 0.0731405423652526 0.0172726487606875 0.121802679658953 0.0786541402665501 0.0959002637257252 0.123787910047452 0.0890534555084249 0.0802890405459655 0.127351097178683
"этих" 0.0244319569997557 0.0618881512321368 0.0259089731410312 0.050154044565451 0.0524360935110334 0.0629345480700072 0.092840932535589 0.171076375055658 0.0994054787711953 0.0685736677115987
