"author_duel" "author_dull" "author_palata" "author_step" "pseudo_barynya" "pseudo_drama" "pseudo_tsvety" "pseudo_victory"
"меня" 0.263714797330295 0.809229591557767 0.179045502253504 0.16913915219 0.305042167593756 0.729886130296808 0.121411846327292 0.238663484486873
"ее" 0.358131206251017 0.349937120673629 0.0740877940359326 0.179710349201875 0.322985824511035 0.455478812768341 0.737143352701414 0.566320132680717
"было" 0.315806609148624 0.158565257805238 0.314873124652713 0.503893724232707 0.233267539924637 0.390143737166324 0.433613736883184 0.408559524291089
"так" 0.413478756307993 0.322598283121002 0.308699141816386 0.387610557102083 0.520366050601113 0.347209258913571 0.320874165293557 0.368108086242466
"когда" 0.345108253296435 0.475695773415714 0.345743038834352 0.324183375030833 0.197380226090077 0.341609109576255 0.286185066342902 0.396424092876502
"ты" 0.403711541592056 0.207775165399967 0.0246959313453109 0.239613798935833 1.25605598420958 0.308008213552361 0.130084121064955 0.529913838436956
"только" 0.3711541592056 0.431953633331511 0.284003210471075 0.303040981007083 0.448591422931994 0.287474332648871 0.23415141791692 0.323611504388981
"о" 0.234413153182484 0.492099075947291 0.308699141816386 0.503893724232707 0.233267539924637 0.225872689938398 0.303529615818229 0.295295497754945
"сказал" 0.566498453524337 0.0109355350210509 0.339569055998024 0.274851122308749 0.287098510676476 0.289341049094643 0.190790044228601 0.33979207960843
"ему" 0.468826306364968 0.125758652742085 0.506266592578873 0.320659642693541 0.412704109097434 0.171737913011014 0.355563264244211 0.295295497754945
"всё" 0.293016441478105 0.284323910547324 0.35191702167068 0.253708728284999 0.233267539924637 0.324808661564308 0.23415141791692 0.218437765462562
"ни" 0.136741006023116 0.322598283121002 0.253133296289436 0.221995137249375 0.287098510676476 0.334142243793168 0.23415141791692 0.210347477852838
"да" 0.270226273807586 0.103887582699984 0.234611347780453 0.352373233729166 0.412704109097434 0.281874183311555 0.173445494753274 0.17798632741394
"был" 0.192088556080091 0.0984198151894581 0.203741433598815 0.200852743225625 0.269154853759196 0.322941945118537 0.23415141791692 0.307430929169532
"или" 0.354875468012372 0.437421400842036 0.345743038834352 0.186757813876458 0.071774627669119 0.179204778794101 0.0260168242129911 0.113264026536143
"если" 0.312550870909979 0.311662748099951 0.197567450762487 0.0599034497339582 0.143549255338238 0.25760686951652 0.173445494753274 0.222482909267424
"еще" 0.126973791307179 0.24058177046312 0.172871519417176 0.264279925296874 0.233267539924637 0.248273287287661 0.16477322001561 0.279114922535496
"теперь" 0.149763958977698 0.289791678057849 0.185219485089831 0.257232460622291 0.125605598420958 0.194138510360276 0.130084121064955 0.182031471218802
"себя" 0.211622985511965 0.235114002952594 0.284003210471075 0.137425561154375 0.161492912255518 0.171737913011014 0.182117769490937 0.145625176975041
"него" 0.240924629659775 0.0820165126578818 0.35191702167068 0.246661263610416 0.161492912255518 0.13813701698712 0.242823692654583 0.093038307511832
"чтобы" 0.270226273807586 0.256985072994696 0.209915416435142 0.158567955178125 0.0358873138345595 0.125070001866716 0.16477322001561 0.198212046438251
"уже" 0.156275435454989 0.213242932910493 0.253133296289436 0.172662884527291 0.161492912255518 0.190405077468733 0.112739571589628 0.17798632741394
"вас" 0.205111509034674 0.136694187763136 0.228437364944125 0.0317135910356249 0.107661941503678 0.224005973492626 0.156100945277946 0.238663484486873
"ей" 0.23766889142113 0.158565257805238 0.00617398283632772 0.0599034497339582 0.161492912255518 0.15867089789061 0.442286011620848 0.226528053072287
"до" 0.195344294318737 0.131226420252611 0.148175588071865 0.123330631805208 0.071774627669119 0.181071495239873 0.182117769490937 0.2143926216577
"мы" 0.188832817841446 0.164033025315764 0.0926097425449157 0.112759434793333 0.0358873138345595 0.231472839275714 0.130084121064955 0.165850895999353
"для" 0.198600032557382 0.224178467931544 0.179045502253504 0.0845695760949998 0.143549255338238 0.153070748553295 0.277512791605238 0.137534889365317
"нет" 0.143252482500407 0.273388375526273 0.290177193307403 0.10571197011875 0.125605598420958 0.162404330782154 0.112739571589628 0.117309170341006
"они" 0.166042650170926 0.207775165399967 0.086435759708588 0.183234081539166 0.071774627669119 0.121336568975173 0.199462318966265 0.234618340682011
"все" 0.198600032557382 0.196839630378916 0.148175588071865 0.23256633426125 0.0358873138345595 0.13813701698712 0.121411846327292 0.105173738926419
"чем" 0.0846491942047859 0.251517305484171 0.166697536580848 0.193805278551041 0.071774627669119 0.166137763673698 0.0953950221143006 0.165850895999353
"вам" 0.130229529545825 0.131226420252611 0.148175588071865 0.0493322527220832 0.107661941503678 0.224005973492626 0.156100945277946 0.202257190243113
"их" 0.153019697216344 0.256985072994696 0.160523553744521 0.14799675816625 0.0358873138345595 0.123203285420945 0.121411846327292 0.145625176975041
"очень" 0.143252482500407 0.202307397889442 0.166697536580848 0.186757813876458 0.107661941503678 0.100802688071682 0.199462318966265 0.137534889365317
"была" 0.113950838352596 0.12029088523156 0.0802617768722603 0.0845695760949998 0.125605598420958 0.149337315661751 0.199462318966265 0.230573196877149
"во" 0.117206576591242 0.136694187763136 0.172871519417176 0.1268543641425 0.161492912255518 0.154937464999067 0.0953950221143006 0.121354314145868
"быть" 0.139996744261761 0.147629722784187 0.086435759708588 0.10571197011875 0.0897182845863987 0.175471345902557 0.104067296851964 0.129444601755592
"глаза" 0.0683705030115579 0.0984198151894581 0.0926097425449157 0.200852743225625 0.143549255338238 0.136270300541348 0.199462318966265 0.161805752194491
"ничего" 0.159531173693635 0.158565257805238 0.123479656726554 0.197329010888333 0.179436569172797 0.0933358222885944 0.173445494753274 0.0849480199021075
"лицо" 0.123718053068533 0.0984198151894581 0.0926097425449157 0.151520490503541 0.161492912255518 0.121336568975173 0.208134593703929 0.169896039804215
"раз" 0.0618590265342666 0.125758652742085 0.117305673890227 0.112759434793333 0.161492912255518 0.16800448011947 0.225479143179256 0.137534889365317
"себе" 0.113950838352596 0.158565257805238 0.123479656726554 0.137425561154375 0.0897182845863987 0.141870449878663 0.112739571589628 0.133489745560455
"время" 0.123718053068533 0.169500792826289 0.197567450762487 0.0916170407695831 0.071774627669119 0.123203285420945 0.138756395802619 0.129444601755592
"егорушка" 0 0 0 0.644843017724374 0 0 0.537681033735149 0
"ли" 0.120462314829888 0.0929520476789327 0.0802617768722603 0.0916170407695831 0.107661941503678 0.179204778794101 0.104067296851964 0.149670320779904
"вот" 0.172554126648217 0.12029088523156 0.123479656726554 0.19028154621375 0.0897182845863987 0.0933358222885944 0.104067296851964 0.093038307511832
"со" 0.143252482500407 0.153097490294713 0.142001605235537 0.130378096479791 0.161492912255518 0.113869703192085 0.0953950221143006 0.101128595121557
"были" 0.10418362363666 0.0546776751052545 0.0987837253812434 0.1268543641425 0.125605598420958 0.151204032107523 0.0867227473766369 0.182031471218802
"человек" 0.146508220739053 0.125758652742085 0.154349570908193 0.151520490503541 0.0358873138345595 0.112002986746313 0.147428670540283 0.0849480199021075
"под" 0.113950838352596 0.0765487451473563 0.0926097425449157 0.179710349201875 0.161492912255518 0.102669404517454 0.104067296851964 0.149670320779904
"даже" 0.0911606706820772 0.12029088523156 0.209915416435142 0.0634271820712499 0.0179436569172797 0.16800448011947 0.16477322001561 0.0444965818534849
"нибудь" 0.110695100113951 0.196839630378916 0.148175588071865 0.0880933084322915 0.0358873138345595 0.0952025387343663 0.130084121064955 0.0849480199021075
"где" 0.120462314829888 0.0492099075947291 0.0802617768722603 0.162091687515416 0.0538309707518392 0.104536120963226 0.0433613736883184 0.141580033170179
"потом" 0.156275435454989 0.174968560336814 0.203741433598815 0.193805278551041 0.0358873138345595 0.0466679111442972 0 0.0364062942437604
"мой" 0.0846491942047859 0.18043632784734 0.179045502253504 0.0669509144085415 0.0538309707518392 0.134403584095576 0.0433613736883184 0.0606771570729339
"тебе" 0.120462314829888 0.0820165126578818 0.0123479656726554 0.0810458437577082 0.394760452180154 0.0914691058428225 0.0607059231636458 0.186076615023664
"есть" 0.143252482500407 0.0874842801684072 0.13582762239921 0.0951407731068748 0.125605598420958 0.0709352249393317 0.0867227473766369 0.141580033170179
"этот" 0.0748819794888491 0.06014544261578 0.043217879854294 0.0563797173966665 0.0358873138345595 0.169871196565242 0.182117769490937 0.113264026536143
"ну" 0.0944164089207228 0.0437421400842036 0.0493918626906217 0.116283167130625 0.179436569172797 0.104536120963226 0.121411846327292 0.157760608389628
"кто" 0.0683705030115579 0.109355350210509 0.0740877940359326 0.140949293491666 0.0897182845863987 0.115736419637857 0.0433613736883184 0.0970834513166943
"тебя" 0.0846491942047859 0.0437421400842036 0 0.0845695760949998 0.287098510676476 0.119469852529401 0.0173445494753274 0.190121758828526
"фон" 0.397200065114765 0 0 0 0 0 0 0.258889203511185
"граф" 0 0 0 0 0 0.322941945118537 0 0.0444965818534849
"спросил" 0.10418362363666 0.0109355350210509 0.0493918626906217 0.172662884527291 0.161492912255518 0.106402837408998 0.0433613736883184 0.0889931637069698
"нее" 0.113950838352596 0.103887582699984 0.0123479656726554 0.0739983790831248 0.0538309707518392 0.100802688071682 0.225479143179256 0.0849480199021075
"будет" 0.169298388409572 0.0710809776368309 0.0679138111996049 0.0704746467458332 0.161492912255518 0.0840022400597349 0.0780504726389732 0.076857732292383
"свою" 0.0976721471593684 0.12029088523156 0.086435759708588 0.0493322527220832 0.143549255338238 0.106402837408998 0.0520336484259821 0.109218882731281
"этого" 0.0813934559661403 0.0984198151894581 0.086435759708588 0.0458085203847916 0.0538309707518392 0.119469852529401 0.0953950221143006 0.101128595121557
"того" 0.0618590265342666 0.109355350210509 0.0555658455269494 0.0493322527220832 0.143549255338238 0.12880343475826 0.0867227473766369 0.093038307511832
"илька" 0 0 0 0 0 0 0 0.687674446826585
"нас" 0.058603288295621 0.109355350210509 0.111131691053899 0.0352373233729166 0.0538309707518392 0.126936718312488 0.0607059231636458 0.105173738926419
"после" 0.0716262412502035 0.0710809776368309 0.111131691053899 0.0634271820712499 0.0538309707518392 0.117603136083629 0.0693781979013095 0.0970834513166943
"день" 0.0748819794888491 0.0710809776368309 0.142001605235537 0.0634271820712499 0.107661941503678 0.0877356729512787 0.190790044228601 0.0647223008777962
"нужно" 0.0781377177274947 0.147629722784187 0.0802617768722603 0.0246661263610416 0.0538309707518392 0.108269553854769 0.130084121064955 0.0849480199021075
"лаевский" 0.540452547615172 0 0 0 0 0 0 0
"без" 0.100927885398014 0.0874842801684072 0.179045502253504 0.102188237781458 0.107661941503678 0.0597349262647004 0.0953950221143006 0.0404514380486226
"которые" 0.0520918118183298 0.158565257805238 0.0802617768722603 0.0528559850593749 0 0.0746686578308755 0.121411846327292 0.149670320779904
"ним" 0.143252482500407 0.0710809776368309 0.0987837253812434 0.0704746467458332 0.071774627669119 0.082135523613963 0.0607059231636458 0.0566320132680717
"около" 0.117206576591242 0.0710809776368309 0.0802617768722603 0.155044222840833 0.071774627669119 0.0541347769273847 0.0607059231636458 0.0404514380486226
"может" 0.0781377177274947 0.0929520476789327 0.0493918626906217 0.0951407731068748 0 0.0840022400597349 0.0693781979013095 0.101128595121557
"ней" 0.0911606706820772 0.0492099075947291 0.0308699141816386 0.0634271820712499 0.125605598420958 0.0952025387343663 0.0780504726389732 0.109218882731281
"потому" 0.10418362363666 0.0546776751052545 0.086435759708588 0.0986645054441665 0.0179436569172797 0.0653350756020161 0.0346890989506548 0.117309170341006
"много" 0.0618590265342666 0.131226420252611 0.0370438970179663 0.116283167130625 0.0897182845863987 0.0597349262647004 0.0520336484259821 0.109218882731281
"уж" 0.0651147647729123 0.125758652742085 0.0246959313453109 0.207900207900208 0.0179436569172797 0.0709352249393317 0.0260168242129911 0.0161805752194491
"можно" 0.0879049324434315 0.0546776751052545 0.086435759708588 0.0704746467458332 0.071774627669119 0.0784020907224193 0.0867227473766369 0.0970834513166943
"вдруг" 0.0716262412502035 0.0874842801684072 0.117305673890227 0.119806899467916 0.0358873138345595 0.0672017920477879 0.0520336484259821 0.0606771570729339
"который" 0.0716262412502035 0.0710809776368309 0.0802617768722603 0.0739983790831248 0.071774627669119 0.0709352249393317 0.0693781979013095 0.12539945795073
"два" 0.10418362363666 0.06014544261578 0.104957708217571 0.0563797173966665 0.0358873138345595 0.0653350756020161 0.0953950221143006 0.0889931637069698
"один" 0.0944164089207228 0.0874842801684072 0.0740877940359326 0.0739983790831248 0.071774627669119 0.0448011946985253 0.0693781979013095 0.121354314145868
"руки" 0.110695100113951 0.0546776751052545 0.0740877940359326 0.0634271820712499 0.0538309707518392 0.082135523613963 0.0867227473766369 0.0485417256583472
"моя" 0.0358131206251017 0.125758652742085 0.0123479656726554 0.0246661263610416 0 0.113869703192085 0.0260168242129911 0.141580033170179
"при" 0.0520918118183298 0.0820165126578818 0.13582762239921 0.0669509144085415 0.0358873138345595 0.0765353742766474 0.0520336484259821 0.0728125884875207
"через" 0.0618590265342666 0.0656132101263054 0.0679138111996049 0.0563797173966665 0.0897182845863987 0.0765353742766474 0.0953950221143006 0.0970834513166943
"опять" 0.0944164089207228 0.0820165126578818 0.0555658455269494 0.116283167130625 0.071774627669119 0.0653350756020161 0.0173445494753274 0.0364062942437604
"какой" 0.0944164089207228 0.0656132101263054 0.0679138111996049 0.0775221114204165 0.125605598420958 0.0672017920477879 0.0520336484259821 0.0485417256583472
"перед" 0.10418362363666 0.0492099075947291 0.0555658455269494 0.0775221114204165 0.107661941503678 0.0653350756020161 0.0780504726389732 0.0444965818534849
"там" 0.0813934559661403 0.0820165126578818 0.0617398283632771 0.0775221114204165 0.0538309707518392 0.0653350756020161 0.0693781979013095 0.0606771570729339
"чего" 0.0520918118183298 0.0710809776368309 0.0308699141816386 0.0352373233729166 0.251211196841916 0.0802688071681912 0.121411846327292 0.0687674446826585
"дело" 0.0488360735796842 0.0710809776368309 0.0493918626906217 0.0634271820712499 0.0897182845863987 0.0933358222885944 0.0520336484259821 0.0647223008777962
"самойленко" 0.42324597102393 0 0 0 0 0 0 0
"другой" 0.042324597102393 0.0874842801684072 0.0370438970179663 0.10571197011875 0.107661941503678 0.0541347769273847 0.0867227473766369 0.076857732292383
"сказала" 0.100927885398014 0.0109355350210509 0 0.0317135910356249 0.107661941503678 0.0298674631323502 0.199462318966265 0.169896039804215
"больше" 0.0553475500569754 0.0929520476789327 0.0926097425449157 0.0810458437577082 0.071774627669119 0.0410677618069815 0.0867227473766369 0.0809028760972453
"своей" 0.0520918118183298 0.0874842801684072 0.0370438970179663 0.0599034497339582 0.071774627669119 0.0765353742766474 0.0780504726389732 0.076857732292383
"тут" 0.0618590265342666 0.0546776751052545 0.0802617768722603 0.10571197011875 0.0538309707518392 0.082135523613963 0.0520336484259821 0.0121354314145868
"человека" 0.0781377177274947 0.0546776751052545 0.086435759708588 0.0563797173966665 0.0179436569172797 0.0784020907224193 0.0520336484259821 0.0606771570729339
"здесь" 0.0683705030115579 0.0328066050631527 0.123479656726554 0.0317135910356249 0.0179436569172797 0.0952025387343663 0.0173445494753274 0.0687674446826585
"своим" 0.058603288295621 0.0437421400842036 0.086435759708588 0.0458085203847916 0.0179436569172797 0.0746686578308755 0.0867227473766369 0.093038307511832
"ведь" 0.0553475500569754 0.0820165126578818 0.0802617768722603 0.0458085203847916 0.125605598420958 0.0802688071681912 0.0607059231636458 0.0404514380486226
"почему" 0.0911606706820772 0.0656132101263054 0.13582762239921 0.0422847880474999 0 0.0429344782527534 0.0867227473766369 0.0687674446826585
"стал" 0.0488360735796842 0.06014544261578 0.0555658455269494 0.14799675816625 0.071774627669119 0.0690685084935598 0.0173445494753274 0.0161805752194491
"доктор" 0.0651147647729123 0.00546776751052545 0.240785330616781 0.00704746467458332 0 0.0317341795781221 0.338218714768884 0.0202257190243113
"жизни" 0.107439361875305 0.0820165126578818 0.117305673890227 0.0422847880474999 0.0179436569172797 0.0392010453612096 0.0520336484259821 0.0647223008777962
"лет" 0.0455803353410386 0.158565257805238 0.13582762239921 0.0493322527220832 0.0358873138345595 0.0448011946985253 0.0173445494753274 0.0647223008777962
"тем" 0.0553475500569754 0.0656132101263054 0.0926097425449157 0.0493322527220832 0.0179436569172797 0.0933358222885944 0 0.0566320132680717
"руку" 0.0651147647729123 0.0328066050631527 0.0370438970179663 0.0563797173966665 0.0538309707518392 0.0840022400597349 0.0693781979013095 0.0728125884875207
"иван" 0.0293016441478105 0 0.327221090325369 0.162091687515416 0 0.0205338809034908 0.0173445494753274 0
"люди" 0.0846491942047859 0.0382743725736782 0.148175588071865 0.0704746467458332 0.0538309707518392 0.0448011946985253 0.0260168242129911 0.0566320132680717
"моей" 0.00976721471593684 0.169500792826289 0.0246959313453109 0.0176186616864583 0 0.123203285420945 0.00867227473766369 0.0444965818534849
"тоже" 0.0520918118183298 0.0656132101263054 0.0802617768722603 0.133901828817083 0.0358873138345595 0.0410677618069815 0.0607059231636458 0.0364062942437604
"знаю" 0.042324597102393 0.136694187763136 0.0185219485089831 0.0281898586983333 0.107661941503678 0.0765353742766474 0.0260168242129911 0.076857732292383
"бог" 0.0683705030115579 0.0710809776368309 0.0370438970179663 0.158567955178125 0.125605598420958 0.0242673137950345 0.0433613736883184 0.0283160066340358
"назад" 0.0716262412502035 0.0492099075947291 0.043217879854294 0.0951407731068748 0.0538309707518392 0.0410677618069815 0.0260168242129911 0.0970834513166943
"эти" 0.0488360735796842 0.0710809776368309 0.0617398283632771 0.0387610557102083 0 0.0690685084935598 0.104067296851964 0.0728125884875207
"жизнь" 0.0846491942047859 0.0546776751052545 0.123479656726554 0.0317135910356249 0.0179436569172797 0.0522680604816128 0.121411846327292 0.0283160066340358
"такой" 0.0813934559661403 0.0765487451473563 0.0493918626906217 0.0986645054441665 0.0538309707518392 0.0429344782527534 0.0433613736883184 0.0364062942437604
"говорил" 0.0879049324434315 0.0164033025315764 0.0987837253812434 0.0880933084322915 0.0538309707518392 0.0392010453612096 0.0953950221143006 0.0323611504388981
"людей" 0.0911606706820772 0.0984198151894581 0.0740877940359326 0.0493322527220832 0.0179436569172797 0.0466679111442972 0.0346890989506548 0.0485417256583472
"им" 0.0748819794888491 0.0546776751052545 0.0308699141816386 0.0387610557102083 0.0897182845863987 0.0522680604816128 0.0780504726389732 0.0889931637069698
"могу" 0.042324597102393 0.18043632784734 0.0185219485089831 0.0176186616864583 0.0358873138345595 0.0634683591562442 0.0607059231636458 0.0647223008777962
"свои" 0.0455803353410386 0.0164033025315764 0.043217879854294 0.0352373233729166 0.071774627669119 0.0858689565055068 0.0953950221143006 0.0728125884875207
"всех" 0.0748819794888491 0.0656132101263054 0.0493918626906217 0.0810458437577082 0 0.0410677618069815 0.0693781979013095 0.0647223008777962
"сегодня" 0.0976721471593684 0.0382743725736782 0.0493918626906217 0.0140949293491666 0.0179436569172797 0.0858689565055068 0.0173445494753274 0.0566320132680717
"этом" 0.0846491942047859 0.0874842801684072 0.104957708217571 0.0352373233729166 0.0179436569172797 0.0429344782527534 0.0520336484259821 0.0525868694632094
"глазами" 0.0130229529545825 0.00546776751052545 0.0246959313453109 0.0634271820712499 0.197380226090077 0.0896023893970506 0.0780504726389732 0.0647223008777962
"три" 0.0488360735796842 0.0546776751052545 0.0246959313453109 0.0775221114204165 0.0538309707518392 0.0634683591562442 0.0433613736883184 0.0728125884875207
"барон" 0 0 0 0 0 0 0 0.440920674729987
"маруся" 0 0 0 0 0 0 0.945277946405342 0
"урбенин" 0 0 0 0 0 0.203472092589136 0 0
"будто" 0.10418362363666 0.103887582699984 0.0679138111996049 0.14799675816625 0 0.00373343289154377 0 0.00809028760972453
"дома" 0.0846491942047859 0.0218710700421018 0.0802617768722603 0.0739983790831248 0.0538309707518392 0.033600896023894 0.112739571589628 0.0404514380486226
"ха" 0.0553475500569754 0 0 0.010571197011875 0.071774627669119 0.0429344782527534 0.0780504726389732 0.210347477852838
"говорить" 0.0683705030115579 0.109355350210509 0.0555658455269494 0.0176186616864583 0.125605598420958 0.0560014933731566 0.0260168242129911 0.0485417256583472
"голову" 0.0293016441478105 0.0382743725736782 0.0740877940359326 0.0880933084322915 0.125605598420958 0.0354676124696659 0.0693781979013095 0.0809028760972453
"стало" 0.042324597102393 0.0164033025315764 0.0246959313453109 0.0880933084322915 0.0538309707518392 0.0877356729512787 0.0260168242129911 0.0364062942437604
"говорит" 0.0162786911932281 0.213242932910493 0.0926097425449157 0.0669509144085415 0.0358873138345595 0.0280007466865783 0.0607059231636458 0.0161805752194491
"друг" 0.058603288295621 0.103887582699984 0.0926097425449157 0.0387610557102083 0.0179436569172797 0.0522680604816128 0.0433613736883184 0.0364062942437604
"мое" 0.0390688588637474 0.169500792826289 0.00617398283632772 0.010571197011875 0.0179436569172797 0.0896023893970506 0 0.0404514380486226
"них" 0.058603288295621 0.0820165126578818 0.0617398283632771 0.0563797173966665 0.0538309707518392 0.0541347769273847 0.0520336484259821 0.0364062942437604
"хорошо" 0.058603288295621 0.06014544261578 0.043217879854294 0.0775221114204165 0.161492912255518 0.0261340302408064 0.0693781979013095 0.0687674446826585
"ко" 0.0260459059091649 0.153097490294713 0.0123479656726554 0.0317135910356249 0.0358873138345595 0.0914691058428225 0 0.0283160066340358
"ефимыч" 0 0 0.605050317960116 0 0 0.0112002986746313 0 0
"этой" 0.0293016441478105 0.0492099075947291 0.0308699141816386 0.010571197011875 0.0897182845863987 0.0690685084935598 0.0953950221143006 0.0970834513166943
"андрей" 0 0 0.605050317960116 0 0 0.00746686578308755 0 0
"сказать" 0.0455803353410386 0.103887582699984 0.0308699141816386 0.0281898586983333 0.0897182845863987 0.0634683591562442 0.0607059231636458 0.0404514380486226
"минуту" 0.0358131206251017 0.0874842801684072 0.0555658455269494 0.0458085203847916 0.0358873138345595 0.050401344035841 0.0607059231636458 0.0606771570729339
"сам" 0.0488360735796842 0.0492099075947291 0.0370438970179663 0.0669509144085415 0.0538309707518392 0.0616016427104723 0.0780504726389732 0.0202257190243113
"своих" 0.0618590265342666 0.0765487451473563 0.043217879854294 0.0458085203847916 0.0179436569172797 0.0522680604816128 0.0693781979013095 0.0364062942437604
"ваше" 0.0227901676705193 0.0382743725736782 0.0308699141816386 0.0176186616864583 0 0.0896023893970506 0.0260168242129911 0.093038307511832
"думал" 0.110695100113951 0.0164033025315764 0.0926097425449157 0.0599034497339582 0.071774627669119 0.0354676124696659 0.0346890989506548 0.00809028760972453
"зачем" 0.0553475500569754 0.0437421400842036 0.0740877940359326 0.0493322527220832 0.0897182845863987 0.0448011946985253 0.0693781979013095 0.0404514380486226
"мог" 0.0455803353410386 0.0437421400842036 0.0185219485089831 0.0281898586983333 0.0179436569172797 0.0914691058428225 0.0346890989506548 0.0444965818534849
"оно" 0.0358131206251017 0.0765487451473563 0.0617398283632771 0.0845695760949998 0 0.0298674631323502 0.0260168242129911 0.0809028760972453
"точно" 0.0488360735796842 0.0820165126578818 0.0308699141816386 0.119806899467916 0 0.0242673137950345 0.0953950221143006 0.0202257190243113
"цвибуш" 0 0 0 0 0 0 0 0.39237894907164
"глядя" 0.0651147647729123 0.0218710700421018 0.043217879854294 0.0528559850593749 0.071774627669119 0.050401344035841 0.104067296851964 0.0283160066340358
"над" 0.0455803353410386 0.0328066050631527 0.0246959313453109 0.102188237781458 0.071774627669119 0.0410677618069815 0.0520336484259821 0.0444965818534849
"вероятно" 0.0358131206251017 0.0382743725736782 0.0617398283632771 0.102188237781458 0 0.0578682098189285 0.00867227473766369 0.0242708628291736
"одной" 0.0293016441478105 0.0437421400842036 0.0370438970179663 0.0493322527220832 0.0358873138345595 0.0672017920477879 0.0607059231636458 0.0525868694632094
"всегда" 0.0455803353410386 0.0984198151894581 0.13582762239921 0.0458085203847916 0 0.0186671644577189 0.0520336484259821 0.0444965818534849
"деньги" 0.0488360735796842 0.0382743725736782 0.0370438970179663 0.0493322527220832 0.0897182845863987 0.0429344782527534 0.0867227473766369 0.0566320132680717
"артур" 0 0 0 0 0 0 0 0.37619837385219
"свое" 0.0293016441478105 0.0437421400842036 0.043217879854294 0.0422847880474999 0.0538309707518392 0.0578682098189285 0.0867227473766369 0.0525868694632094
"том" 0.0879049324434315 0.0874842801684072 0.0987837253812434 0.0281898586983333 0.0179436569172797 0.0354676124696659 0.00867227473766369 0.0202257190243113
"надо" 0.126973791307179 0.0546776751052545 0.043217879854294 0.0669509144085415 0.0179436569172797 0.0242673137950345 0.00867227473766369 0.00809028760972453
