"karamzin_igr1" "karamzin_igr2" "kareev_istorica" "kareev_obschiy" "klyuchevky_boyarskaya1" "klyuchevky_boyarskaya2" "klyuchevky_skazania" "platonov_godunov" "platonov_grozny" "rozhkov_trud" "solovyev_rossii1" "solovyev_rossii2"
"было" 0.113245350407248 0.0689311837016046 0.357867829486505 0.46007627580362 0.319722906814094 0.445158571278053 0.460609911054638 0.40081799591002 0.433351249664069 0.381052631578947 0.514947081760228 0.364412706592557
"он" 0.333202665621325 0.547619959407192 0.16840839034659 0.12712633936679 0.267767934456804 0.305552628806238 0.252685687882638 0.609406952965235 0.574442354205859 0.170526315789474 0.408491675434796 0.650298769340254
"за" 0.289646761618537 0.60314785738904 0.175926622058492 0.211877232277983 0.275761007127156 0.288431145295543 0.420180200993416 0.464212678936605 0.41655468959957 0.202105263157895 0.363928947205546 0.510423184991595
"для" 0.4921817152315 0.294872285834642 0.482670475904067 0.322860544423593 0.222473855991474 0.268675587398588 0.329213353355666 0.357873210633947 0.41655468959957 0.353684210526316 0.378783189948629 0.23312597391443
"же" 0.172045820811011 0.212537816413281 0.408991805127434 0.367253869281837 0.309065476586958 0.258139289853545 0.330657271572138 0.443762781186094 0.429991937651169 0.418947368421053 0.339171875967073 0.285886062747696
"у" 0.119778736007666 0.18764600007659 0.242087061123224 0.264342070746817 0.207819889429161 0.229164471604678 0.284451888645027 0.319018404907975 0.218355280838484 0.197894736842105 0.484000742712137 0.418399774235899
"были" 0.21124613441352 0.101482020449585 0.123299000075182 0.32487842282624 0.378338773063345 0.295016331261195 0.355203881252166 0.302658486707566 0.298978769148078 0.296842105263158 0.370118215015164 0.195089630802076
"это" 0.00217779520013938 0 0.399969927073152 0.308735395605061 0.307733297808566 0.308186703192498 0.242578260367333 0.190184049079755 0.292260145122279 0.44 0.344123290214768 0.322695427049975
"был" 0.169868025610872 0.225941102133037 0.0917224268851966 0.201787840264746 0.279757543462333 0.246285955115372 0.174714104193139 0.388548057259714 0.349368449341575 0.214736842105263 0.381258897072476 0.463797990208709
"только" 0.20906833921338 0.153180408225788 0.404480866100293 0.403575680529491 0.250449610337707 0.295016331261195 0.219475568903777 0.265848670756646 0.251948400967482 0.338947368421053 0.220337934022405 0.202451503662532
"они" 0.450803606428851 0.268065714395129 0.0932260732275769 0.175555421030329 0.253113967894491 0.243651880729112 0.31910592584036 0.261758691206544 0.27210427304488 0.157894736842105 0.29708485486167 0.294474914418228
"при" 0.0914673984058539 0.0478688775705587 0.180437561085633 0.141251488185322 0.367681342836209 0.342429670213887 0.337876862654499 0.212678936605317 0.167965600644988 0.307368421052632 0.357739679395927 0.225764101053975
"все" 0.178579206411429 0.145521387814499 0.282685512367491 0.399539923724196 0.205155531872377 0.226530397218417 0.160274922028416 0.265848670756646 0.302338081160978 0.275789473684211 0.220337934022405 0.307971681329063
"так" 0.213423929613659 0.0861639796270057 0.303736561160815 0.272413584357407 0.255778325451276 0.263407438626067 0.197816795656694 0.231083844580777 0.204918032786885 0.235789473684211 0.309463390480906 0.257665550115949
"до" 0.274402195217562 0.13020334699192 0.136831817156605 0.320842666020946 0.183840671418104 0.131703719313033 0.386970082014555 0.179959100204499 0.211636656812685 0.2 0.21167295908894 0.169323075790481
"мы" 0.165512435210593 0.135947612300387 0.338320427035561 0.294610246786529 0.106574302271365 0.0579496364977347 0.11695737553425 0.0552147239263804 0.0537489922063961 0.28 0.323079779662066 0.350915939681722
"во" 0.150267868809617 0.0899934898326504 0.218028719645139 0.205823597070041 0.153200559515087 0.19623854177642 0.272900542913249 0.288343558282209 0.258667024993281 0.246315789473684 0.186915887850467 0.169323075790481
"когда" 0.17422361601115 0.153180408225788 0.245094353807984 0.163448150614444 0.190501565310065 0.233115583184069 0.154499249162527 0.167689161554192 0.164606288632088 0.103157894736842 0.190629448536238 0.283432105127544
"между" 0.167690230410732 0.109141040860874 0.27817457334035 0.316806909215651 0.159861453407047 0.110631124222948 0.184821531708444 0.0552147239263804 0.0873421123353937 0.155789473684211 0.299560561985517 0.236806910344658
"уже" 0.28093558081798 0.172327959254011 0.120291707390422 0.314789030813003 0.175847598747752 0.136971868085555 0.0967425205036387 0.149284253578732 0.0806234883095942 0.24 0.188153741412391 0.230672016294279
"ему" 0.222135110414217 0.486347796116877 0.0481166829561687 0.022196662429122 0.111903017384933 0.135654830892424 0.0967425205036387 0.171779141104294 0.265385649019081 0.0442105263157895 0.185678034288544 0.391406240414228
"еще" 0.309246918419792 0.214452571516103 0.204495902563717 0.209859353875335 0.242456537667355 0.142240016858076 0.0072195910823611 0.116564417177914 0.0940607363611932 0.258947368421053 0.174537352231231 0.158280266499798
"которые" 0.270046604817283 0.135947612300387 0.16690474400421 0.207841475472688 0.210484246985946 0.165946686334422 0.285895806861499 0.0879345603271984 0.13437248051599 0.109473684210526 0.185678034288544 0.098158304806076
"ни" 0.163334640010453 0.183816489870946 0.16540109766183 0.121072704158847 0.209152068207553 0.152776314403119 0.150167494513111 0.204498977505112 0.174684224670787 0.103157894736842 0.164634523735842 0.181592863891241
"князь" 0.187290387211987 0.608892122697507 0.00300729268476054 0 0.343702124825152 0.0447792645664314 0.0187709368141388 0.0736196319018405 0.147809728567589 0.0105263157894737 0.201770130593551 0.241714825584962
"бы" 0.102356374406551 0.0631869183931375 0.434553792947899 0.232056016304457 0.111903017384933 0.130386682119903 0.0981864387201109 0.224948875255624 0.188121472722386 0.113684210526316 0.113882527696973 0.132513711488203
"если" 0.0762228320048783 0.0861639796270057 0.172919329373731 0.0988760417297254 0.126556983947246 0.0921926035191234 0.167494513110777 0.153374233128834 0.0671862402579952 0.130526315789474 0.31070124404283 0.260119507736101
"время" 0.14155668800906 0.141691877608854 0.099240658597098 0.240127529915047 0.109238659828149 0.133020756506164 0.203592468522583 0.139059304703476 0.184762160709487 0.183157894736842 0.172061645107384 0.158280266499798
"г" 0.0588004704037632 0.111055795963696 0.231561536726562 0.0645721088847186 0.289082794911077 0.488620798651354 0.124176966616611 0.112474437627812 0.0940607363611932 0.155789473684211 0.00247570712384725 0.0269935338216709
"ее" 0.241735267215471 0.101482020449585 0.195474024509435 0.203805718667393 0.171851062412576 0.239700769149721 0.00577567286588888 0.141104294478528 0.194840096748186 0.132631578947368 0.17082379154546 0.0539870676433418
"более" 0.163334640010453 0.0938230000382951 0.251108939177505 0.383396896503017 0.121228268833677 0.0895585291328627 0.216587732470833 0.0633946830265849 0.104138672399892 0.178947368421053 0.106455406325432 0.049079152403038
"того" 0.119778736007666 0.0938230000382951 0.218028719645139 0.145287244990617 0.194498101645241 0.155410388789379 0.151611412729583 0.171779141104294 0.208277344799785 0.145263157894737 0.0742712137154175 0.0834345590851646
"была" 0.080578422405157 0.076590204112894 0.0796932561461544 0.219948745888573 0.126556983947246 0.179117058265725 0.158831003811944 0.212678936605317 0.198199408761086 0.157894736842105 0.174537352231231 0.0797536226549368
"князя" 0.108889760006969 0.336996898096733 0 0 0.471591287550789 0.059266673690865 0.0187709368141388 0.081799591002045 0.178043536683687 0.0231578947368421 0.164634523735842 0.174230991030785
"истории" 0.0827562176052964 0.0210623061310458 0.679648146755883 0.591238371975705 0.0426297209085459 0.0329259298282584 0.01299526394825 0.0102249488752556 0.0436710561676969 0.113684210526316 0.0779847744011883 0.00613489405037975
"них" 0.126312121608084 0.0899934898326504 0.0842041951732952 0.070625744092661 0.153200559515087 0.11853334738173 0.174714104193139 0.118609406952965 0.147809728567589 0.0989473684210526 0.181964473602773 0.165642139360253
"под" 0.10671196480683 0.0938230000382951 0.16389745131945 0.161430272211797 0.127889162725638 0.115899272995469 0.0909668476377498 0.114519427402863 0.167965600644988 0.141052631578947 0.153493841678529 0.115336008147139
"быть" 0.20906833921338 0.170413204151189 0.27667092699797 0.0867687713138406 0.0759341903683474 0.107997049836687 0.0433175464941666 0.0961145194274029 0.0705455522708949 0.105263157894737 0.14359101318314 0.126378817437823
"им" 0.215601724813799 0.179986979665301 0.0721750244342531 0.0786972577032508 0.113235196163325 0.11853334738173 0.128508721266027 0.128834355828221 0.104138672399892 0.0442105263157895 0.138639598935446 0.155826308879646
"своих" 0.154623459209896 0.147436142917321 0.0616495000375912 0.100893920132373 0.151868380736695 0.144874091244337 0.0693080743906665 0.171779141104294 0.164606288632088 0.0757894736842105 0.118833941944668 0.138648605538582
"т" 0.017422361601115 0.00191475510282235 0.44357567100218 0.226002381096515 0.102577765936189 0.113265198609209 0.0837472565553887 0.00613496932515337 0.013437248051599 0.313684210526316 0.0643683852200285 0.0453982159728102
"без" 0.128489916808223 0.128288591889097 0.0796932561461544 0.0726436224953084 0.114567374941717 0.256822252660415 0.109737784451889 0.110429447852761 0.0873421123353937 0.113684210526316 0.103979699201584 0.104293198856456
"этого" 0 0 0.099240658597098 0.147305123393264 0.197162459202025 0.171214835106943 0.134284394131916 0.081799591002045 0.104138672399892 0.138947368421053 0.149780280992759 0.117789965767291
"себе" 0.0740450368047389 0.0976525102439398 0.118788061048042 0.141251488185322 0.113235196163325 0.071120008429038 0.101074275153055 0.147239263803681 0.14445041655469 0.115789473684211 0.132450331125828 0.166869118170329
"даже" 0.0500892896032057 0.0287213265423352 0.16690474400421 0.149323001795912 0.17451541996936 0.172531872300074 0.160274922028416 0.130879345603272 0.131013168503091 0.162105263157895 0.049514142476945 0.0417172795425823
"своего" 0.115423145607387 0.201049285796347 0.099240658597098 0.0867687713138406 0.0972490508226204 0.0803392687809504 0.0664202379577221 0.0940695296523517 0.120935232464391 0.0568421052631579 0.115120381258897 0.244168783205114
"тогда" 0.148090073609478 0.210623061310458 0.0796932561461544 0.0665899872873661 0.105242123492973 0.111948161416078 0.046205382927111 0.0797546012269939 0.100779360386993 0.136842105263158 0.106455406325432 0.198770567232304
"также" 0.148090073609478 0.13020334699192 0.082700548830915 0.0827330145085457 0.0652767601412109 0.055315562111474 0.140060066997805 0.0368098159509202 0.0235151840902983 0.157894736842105 0.221575787584329 0.159507245309874
"тем" 0.0784006272050176 0.0555278979818481 0.187955792797534 0.141251488185322 0.0825950842603077 0.075071120008429 0.106849948018944 0.0858895705521472 0.114216608438592 0.141052631578947 0.101503992077737 0.152145372449418
"чтобы" 0.152445664009757 0.185731244973768 0.130817231787084 0.0605363520794237 0.0985812296010125 0.110631124222948 0.127064803049555 0.179959100204499 0.147809728567589 0.0778947368421053 0.0507519960388686 0.0380363431123545
"потому" 0.00217779520013938 0 0.0721750244342531 0.0645721088847186 0.0985812296010125 0.110631124222948 0.103962111586 0.0695296523517382 0.0571083042192959 0.130526315789474 0.189391594974315 0.218402228193519
"где" 0.237379676815192 0.153180408225788 0.0571385610104503 0.0988760417297254 0.0919203357090522 0.0605837108839954 0.132840475915444 0.0613496932515337 0.0873421123353937 0.0294736842105263 0.133688184687751 0.110428092906836
"здесь" 0.0326669280020907 0.0229770612338682 0.124802646417563 0.121072704158847 0.0972490508226204 0.0605837108839954 0.157387085595472 0.032719836400818 0.0335931201289976 0.126315789473684 0.177013059355078 0.152145372449418
"эти" 0 0 0.0917224268851966 0.0887866497164881 0.190501565310065 0.15936150036877 0.155943167379 0.0695296523517382 0.107497984412792 0.126315789473684 0.106455406325432 0.0539870676433418
"людей" 0.143734483209199 0.0670164285987822 0.0646567927223517 0.0403575680529491 0.126556983947246 0.19755557896955 0.108293866235416 0.14519427402863 0.164606288632088 0.0652631578947368 0.0804604815250356 0.0355823854922026
"который" 0.102356374406551 0.178072224562478 0.0541312683256898 0.0786972577032508 0.114567374941717 0.0803392687809504 0.0996303569365831 0.0593047034764826 0.0806234883095942 0.0315789473684211 0.108931113449279 0.153372351259494
"том" 0.0392003136025088 0.0402098571592693 0.215021426960379 0.1190548257562 0.103909944714581 0.138288905278685 0.0534249740094721 0.137014314928425 0.124294544477291 0.105263157894737 0.0631305316581049 0.0515331100231899
"всех" 0.0958229888061327 0.0861639796270057 0.106758890308999 0.0847508929111932 0.0679411176979951 0.130386682119903 0.0721959108236109 0.141104294478528 0.114216608438592 0.0821052631578947 0.0829361886488828 0.115336008147139
"можно" 0.0283113376018119 0.0038295102056447 0.156379219607548 0.0786972577032508 0.175847598747752 0.134337793699294 0.134284394131916 0.0756646216768916 0.107497984412792 0.0947368421052632 0.0767469208392647 0.0355823854922026
"после" 0.0392003136025088 0.0210623061310458 0.0390948049018871 0.0726436224953084 0.0519549723572903 0.0961437150985144 0.0750837472565554 0.124744376278119 0.117575920451492 0.0484210526315789 0.179488766478926 0.202451503662532
"бояр" 0.0261335424016725 0.0689311837016046 0 0 0.289082794911077 0.304235591613107 0.0389857918447499 0.0858895705521472 0.117575920451492 0.0126315789473684 0.0222813641146252 0.0625759193138734
"со" 0.0871118080055752 0.076590204112894 0.0781896098037742 0.10291179853502 0.0932525144874442 0.0935096407122537 0.079415501905972 0.141104294478528 0.184762160709487 0.0631578947368421 0.0581791174104103 0.10920111409676
"своей" 0.119778736007666 0.0842492245241834 0.0872114878580558 0.125108460964142 0.117231732498501 0.0856074175534717 0.0476493011435832 0.102249488752556 0.154528352593389 0.0568421052631579 0.0755090672773411 0.096931325996
"времени" 0.124134326407945 0.0899934898326504 0.106758890308999 0.0948402849244305 0.178511956304536 0.0856074175534717 0.0808594201224443 0.102249488752556 0.114216608438592 0.124210526315789 0.0445627282292505 0.0122697881007595
"которых" 0.0108889760006969 0.00574426530846705 0.160890158634689 0.131162096172085 0.163857989742223 0.113265198609209 0.148723576296639 0.032719836400818 0.0369524321418973 0.0736842105263158 0.0903633100204246 0.0417172795425823
"себя" 0.0892896032057145 0.103396775552407 0.0526276219833095 0.125108460964142 0.0586158662492507 0.0856074175534717 0.0765276654730276 0.143149284253579 0.147809728567589 0.0505263157894737 0.0977904313919663 0.100612262426228
"других" 0.0740450368047389 0.0459541224677364 0.172919329373731 0.0807151361058983 0.146539665623127 0.0777051943946897 0.109737784451889 0.0470347648261759 0.0604676162321956 0.0652631578947368 0.0940768707061955 0.0527600888332658
"него" 0.0348447232022301 0.0670164285987822 0.0481166829561687 0.0302681760397118 0.0692732964763871 0.121167421767991 0.0664202379577221 0.110429447852761 0.131013168503091 0.0378947368421053 0.128736770440057 0.169323075790481
"чем" 0.0152445664009757 0.0153180408225788 0.157882865949929 0.115019068950905 0.12256044761207 0.101411863871036 0.0635324015247776 0.0879345603271984 0.0772641762966944 0.132631578947368 0.0841740422108065 0.0613489405037975
"этом" 0 0 0.130817231787084 0.13519785297738 0.103909944714581 0.111948161416078 0.106849948018944 0.106339468302658 0.0873421123353937 0.0884210526315789 0.0816983350869592 0.0723917497944811
"вместе" 0.0936451936059933 0.114885306169341 0.0390948049018871 0.048429081663539 0.126556983947246 0.0895585291328627 0.0635324015247776 0.0552147239263804 0.0470303681805966 0.0526315789473684 0.108931113449279 0.141102563158734
"об" 0.0326669280020907 0.0172327959254011 0.159386512292309 0.0524648384688339 0.0679411176979951 0.134337793699294 0.092410765854222 0.098159509202454 0.0705455522708949 0.0610526315789474 0.103979699201584 0.0883424743254684
"города" 0.0740450368047389 0.107226285758052 0.0150364634238027 0.044393324858244 0.139878771731166 0.0223896322832157 0.151611412729583 0.0695296523517382 0.0638269282450954 0.0252631578947368 0.102741845639661 0.13619464791843
"этих" 0 0 0.0932260732275769 0.139233609782674 0.157197095850263 0.106680012643557 0.140060066997805 0.0531697341513292 0.0503896801934964 0.0884210526315789 0.069319799467723 0.049079152403038
"есть" 0.13937889280892 0.0919082449354728 0.190963085482295 0.0867687713138406 0.0333044694598015 0.035560004214519 0.0447614647106388 0.155419222903885 0.13773179252889 0.04 0.100266138515814 0.024539576201519
"другой" 0.045733699202927 0.0593574081874928 0.132320878129464 0.153358758601207 0.0865916205954839 0.0605837108839954 0.0823033383389165 0.0245398773006135 0.0470303681805966 0.0821052631578947 0.0779847744011883 0.107974135286684
"может" 0.121956531207805 0.0708459388044269 0.297721975791294 0.0645721088847186 0.0466262572437221 0.0421451901801707 0.0317662007623888 0.049079754601227 0.0268744961031981 0.103157894736842 0.0779847744011883 0.0527600888332658
"ли" 0.13937889280892 0.111055795963696 0.153371926922788 0.0565005952741288 0.0865916205954839 0.0816563059740807 0.0418736282776943 0.0552147239263804 0.0201558720773985 0.0652631578947368 0.0668440923438757 0.0858885167053165
"князей" 0.0566226752036239 0.139777122506031 0.00150364634238027 0.00201787840264746 0.218477319656298 0.0421451901801707 0.0216587732470833 0.0715746421267894 0.0335931201289976 0.0273684210526316 0.0977904313919663 0.171777033410633
"очень" 0 0 0.154875573265168 0.0908045281191355 0.0626124025844268 0.0539985249183437 0.140060066997805 0.0961145194274029 0.0806234883095942 0.0968421052631579 0.0965525778300427 0.073618728604557
"прежде" 0.0653338560041814 0.0306360816451576 0.0556349146680701 0.0504469600661864 0.101245587157797 0.0921926035191234 0.0779715836894998 0.0265848670756646 0.0201558720773985 0.132631578947368 0.106455406325432 0.131286732678127
"году" 0.098000784006272 0.111055795963696 0 0 0.0293079331246253 0.0460963017595617 0.0577567286588888 0.171779141104294 0.194840096748186 0.0105263157894737 0.0928390171442718 0.193862651992
